job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Backend Developer,17,PhD,16,Healthcare,Medium,USA,Hybrid,3,229345
Software Engineer,0,Diploma,4,Retail,Startup,USA,No,2,100396
Software Engineer,6,Diploma,15,Government,Enterprise,Remote,Hybrid,3,133309
Product Manager,16,Diploma,11,Healthcare,Startup,Canada,Yes,1,166939
Cybersecurity Analyst,5,Master,2,Retail,Medium,Germany,Yes,2,144535
Cloud Engineer,17,High School,14,Technology,Medium,Sweden,Yes,4,148544
Frontend Developer,8,Bachelor,14,Technology,Large,Singapore,Hybrid,4,126661
Frontend Developer,5,High School,17,Media,Small,Singapore,Hybrid,3,99700
Data Scientist,13,Master,15,Education,Large,India,No,0,116446
Product Manager,6,PhD,16,Retail,Startup,UK,No,5,169692
Product Manager,14,Master,12,Manufacturing,Enterprise,Sweden,Yes,2,199701
Software Engineer,3,Bachelor,18,Finance,Startup,Australia,Hybrid,5,106938
Cloud Engineer,16,Master,17,Telecom,Enterprise,Remote,No,1,202158
Cloud Engineer,20,Bachelor,18,Manufacturing,Large,Remote,Hybrid,1,176637
Backend Developer,2,High School,12,Healthcare,Enterprise,Germany,No,4,120993
Software Engineer,6,Bachelor,17,Consulting,Large,Australia,Yes,1,143397
Cybersecurity Analyst,15,High School,5,Technology,Startup,Sweden,Hybrid,0,120245
AI Engineer,11,PhD,1,Telecom,Enterprise,Canada,Yes,2,262285
Machine Learning Engineer,20,Diploma,1,Government,Large,Australia,Yes,1,174035
Software Engineer,1,PhD,6,Finance,Startup,Netherlands,No,0,102788
Software Engineer,13,Diploma,5,Education,Enterprise,UK,Yes,0,173135
DevOps Engineer,19,Diploma,8,Healthcare,Large,Netherlands,Yes,4,164009
Data Scientist,4,Diploma,1,Technology,Medium,Netherlands,No,4,109886
Business Analyst,13,Diploma,6,Education,Large,UK,Yes,5,152851
Data Scientist,10,Master,12,Media,Medium,Netherlands,No,1,134541
Business Analyst,14,High School,10,Consulting,Enterprise,Singapore,No,3,131595
AI Engineer,1,Master,18,Telecom,Startup,USA,Yes,4,167812
Frontend Developer,18,Diploma,12,Finance,Large,Australia,No,0,151072
Data Analyst,19,High School,1,Manufacturing,Enterprise,USA,Yes,4,187642
AI Engineer,7,Bachelor,16,Consulting,Large,Netherlands,Hybrid,3,170990
Machine Learning Engineer,12,Diploma,14,Healthcare,Medium,Singapore,No,3,153249
Cloud Engineer,4,High School,3,Government,Medium,USA,Yes,4,144013
Product Manager,10,Diploma,4,Telecom,Medium,India,Yes,2,100670
Machine Learning Engineer,16,Diploma,5,Finance,Medium,Netherlands,Hybrid,2,151284
Backend Developer,5,High School,8,Finance,Small,Remote,No,4,88771
AI Engineer,14,Diploma,4,Technology,Small,USA,No,5,198949
Cybersecurity Analyst,1,Bachelor,18,Retail,Medium,Canada,No,5,142728
AI Engineer,16,Bachelor,15,Media,Startup,Germany,No,3,175138
Cloud Engineer,3,Diploma,11,Healthcare,Large,Singapore,No,3,123825
Machine Learning Engineer,5,High School,9,Government,Large,Canada,Hybrid,3,163684
Backend Developer,8,Bachelor,12,Technology,Enterprise,USA,No,4,197335
Cloud Engineer,17,Diploma,19,Manufacturing,Small,India,No,4,105388
DevOps Engineer,4,Master,2,Healthcare,Startup,Remote,Hybrid,4,110808
Cloud Engineer,3,Master,11,Education,Small,Singapore,Yes,1,133220
Cybersecurity Analyst,12,High School,6,Finance,Large,UK,Yes,4,165852
Product Manager,3,PhD,3,Finance,Medium,Sweden,Yes,0,141347
Data Analyst,8,Bachelor,5,Healthcare,Small,Canada,Hybrid,1,109783
Data Scientist,10,Master,1,Media,Large,Canada,Yes,0,173431
Product Manager,12,PhD,13,Finance,Small,Netherlands,Yes,1,160043
Product Manager,3,Master,13,Finance,Small,Remote,No,3,125864
Data Scientist,10,PhD,19,Telecom,Small,Singapore,No,1,157567
AI Engineer,9,High School,10,Manufacturing,Large,Singapore,No,5,162132
Software Engineer,19,Diploma,1,Technology,Enterprise,Germany,Yes,4,186821
Product Manager,11,Diploma,5,Government,Medium,Sweden,No,3,134332
Frontend Developer,13,Master,12,Finance,Small,Canada,Hybrid,3,151903
Business Analyst,9,Master,18,Technology,Enterprise,Sweden,No,2,141719
Backend Developer,3,PhD,1,Finance,Startup,Remote,Yes,3,113521
AI Engineer,13,Diploma,19,Retail,Small,UK,Hybrid,3,184627
Product Manager,5,Bachelor,12,Consulting,Startup,UK,No,5,145764
Product Manager,3,PhD,17,Finance,Medium,India,Yes,3,113637
DevOps Engineer,12,Bachelor,11,Media,Large,Canada,Hybrid,2,176466
Cybersecurity Analyst,9,Master,17,Retail,Enterprise,UK,No,1,200268
Frontend Developer,4,PhD,13,Retail,Small,Sweden,Hybrid,2,116980
Backend Developer,15,Bachelor,17,Consulting,Large,India,Yes,1,113639
Business Analyst,12,Diploma,19,Healthcare,Startup,Remote,No,0,96547
Data Scientist,10,High School,9,Media,Startup,Canada,No,2,119556
Backend Developer,6,Master,13,Technology,Enterprise,Australia,No,1,151345
Business Analyst,4,Diploma,11,Government,Startup,Singapore,No,1,77260
Business Analyst,6,Bachelor,5,Technology,Enterprise,Remote,Yes,2,111959
Business Analyst,18,Diploma,4,Healthcare,Startup,Australia,Yes,4,108950
Cybersecurity Analyst,4,Master,15,Education,Large,USA,Yes,2,190865
Product Manager,10,Master,11,Consulting,Medium,Canada,Yes,3,197443
Data Scientist,13,Bachelor,15,Telecom,Small,Germany,No,5,158743
Product Manager,15,PhD,19,Consulting,Large,Australia,Hybrid,3,205906
Data Scientist,2,PhD,3,Education,Medium,Canada,Yes,4,150867
Machine Learning Engineer,1,PhD,8,Telecom,Medium,India,Hybrid,3,98844
Product Manager,5,Master,4,Retail,Enterprise,Canada,No,4,192183
AI Engineer,1,Master,18,Education,Large,India,No,2,115748
Cybersecurity Analyst,19,PhD,5,Media,Large,USA,No,2,248789
Business Analyst,10,Bachelor,10,Media,Startup,USA,No,2,128597
Backend Developer,2,Bachelor,5,Healthcare,Startup,Australia,No,3,88790
Backend Developer,18,Diploma,14,Manufacturing,Startup,Canada,Hybrid,4,159620
Business Analyst,7,Bachelor,16,Finance,Large,USA,Hybrid,1,146467
Backend Developer,10,High School,18,Healthcare,Small,Australia,No,5,117748
Backend Developer,6,Bachelor,1,Government,Enterprise,Australia,No,3,135595
Data Scientist,14,Diploma,4,Telecom,Startup,USA,Hybrid,5,160671
Cloud Engineer,12,PhD,19,Telecom,Large,Germany,Hybrid,2,208362
AI Engineer,6,High School,16,Finance,Large,Australia,No,5,159023
Business Analyst,3,Master,7,Education,Startup,Remote,Yes,1,88563
AI Engineer,18,High School,15,Consulting,Medium,Canada,Yes,2,207424
Software Engineer,16,High School,7,Education,Enterprise,Singapore,Yes,2,162749
Software Engineer,12,High School,15,Finance,Small,Remote,No,4,116067
Backend Developer,16,Master,14,Finance,Startup,Australia,Yes,3,142686
Product Manager,14,Diploma,6,Healthcare,Startup,Australia,Yes,5,138730
Product Manager,13,Bachelor,1,Finance,Medium,Germany,Yes,3,154379
Data Scientist,16,PhD,6,Telecom,Medium,Netherlands,Yes,2,171621
AI Engineer,11,High School,17,Education,Large,Sweden,Hybrid,3,174394
Data Analyst,12,PhD,13,Media,Medium,Singapore,Yes,0,134921
Cloud Engineer,16,Master,18,Technology,Large,Netherlands,Yes,3,188148
Frontend Developer,20,Bachelor,19,Education,Medium,USA,No,1,187384
Frontend Developer,11,PhD,17,Education,Enterprise,Singapore,No,1,180762
Machine Learning Engineer,15,Master,6,Finance,Small,Sweden,Hybrid,3,155256
AI Engineer,1,PhD,4,Healthcare,Small,Sweden,Yes,5,153717
Backend Developer,20,Master,11,Technology,Large,USA,Yes,2,245052
Cloud Engineer,15,Diploma,18,Telecom,Startup,Netherlands,Yes,3,143556
Frontend Developer,6,Master,19,Education,Medium,Canada,No,2,156559
DevOps Engineer,13,PhD,17,Education,Startup,Remote,No,1,140693
Software Engineer,8,High School,12,Education,Large,Germany,No,5,146373
Software Engineer,2,PhD,10,Finance,Small,Netherlands,Yes,3,121335
Software Engineer,5,High School,1,Manufacturing,Enterprise,UK,Hybrid,1,137625
Backend Developer,14,Bachelor,19,Healthcare,Small,Remote,No,2,135536
DevOps Engineer,16,Master,12,Finance,Small,India,No,2,106737
Data Scientist,14,Master,1,Retail,Enterprise,India,No,1,126317
Cybersecurity Analyst,6,Master,16,Healthcare,Startup,Canada,Hybrid,2,156734
AI Engineer,19,Diploma,2,Technology,Medium,Australia,No,0,162306
Backend Developer,0,Diploma,14,Government,Small,UK,Hybrid,4,110058
Product Manager,7,Master,11,Telecom,Enterprise,Germany,No,3,194327
Cloud Engineer,13,PhD,5,Consulting,Large,Germany,No,4,189677
Backend Developer,8,Bachelor,16,Media,Small,UK,No,4,141189
Product Manager,5,PhD,18,Retail,Enterprise,Australia,No,1,179890
Cybersecurity Analyst,13,Diploma,9,Media,Small,Sweden,No,5,144475
Frontend Developer,20,High School,17,Telecom,Small,Remote,Hybrid,3,134544
Frontend Developer,3,PhD,6,Education,Enterprise,Netherlands,Yes,2,142708
Backend Developer,10,Master,8,Government,Enterprise,Netherlands,Hybrid,2,157159
Frontend Developer,19,Diploma,4,Healthcare,Startup,Australia,Hybrid,2,109056
Data Scientist,19,Master,8,Technology,Startup,Canada,Yes,4,186418
Cloud Engineer,13,PhD,1,Media,Small,India,Yes,3,101258
Machine Learning Engineer,12,PhD,10,Government,Large,Netherlands,Hybrid,5,197073
Cybersecurity Analyst,0,Master,8,Media,Medium,USA,No,2,151796
Data Analyst,1,Diploma,8,Telecom,Small,Australia,No,3,70690
Frontend Developer,0,High School,15,Finance,Medium,Germany,Hybrid,1,96680
Cybersecurity Analyst,14,Master,14,Healthcare,Small,Singapore,Yes,4,162312
Frontend Developer,9,PhD,19,Healthcare,Enterprise,Remote,No,4,177626
Software Engineer,9,Bachelor,7,Education,Small,Canada,Yes,5,158381
AI Engineer,6,Bachelor,11,Government,Startup,Australia,Hybrid,0,124958
Business Analyst,19,Bachelor,4,Manufacturing,Large,Singapore,No,4,140436
DevOps Engineer,10,Master,2,Finance,Enterprise,Netherlands,Yes,1,166289
Frontend Developer,15,High School,16,Government,Small,India,Hybrid,5,82327
Machine Learning Engineer,6,High School,14,Media,Enterprise,Germany,Yes,4,179435
Data Analyst,19,PhD,15,Consulting,Medium,Australia,Hybrid,4,160196
DevOps Engineer,1,PhD,9,Healthcare,Enterprise,Singapore,Hybrid,0,146078
Frontend Developer,4,PhD,16,Government,Startup,Sweden,Yes,3,125866
Business Analyst,20,High School,18,Retail,Small,Australia,Hybrid,5,127667
Software Engineer,12,High School,18,Finance,Enterprise,Singapore,Yes,4,157706
Cybersecurity Analyst,7,Diploma,15,Telecom,Medium,Germany,Yes,0,133042
Product Manager,17,Diploma,13,Education,Startup,Singapore,No,4,140162
Cloud Engineer,13,High School,5,Finance,Medium,UK,Hybrid,4,153945
Software Engineer,8,Diploma,8,Manufacturing,Small,Singapore,Hybrid,4,106458
AI Engineer,7,Master,11,Healthcare,Medium,Sweden,Yes,1,172428
Data Analyst,18,PhD,15,Consulting,Enterprise,India,No,0,122807
Data Analyst,4,Diploma,12,Finance,Enterprise,Germany,Hybrid,5,127578
Backend Developer,20,Master,13,Telecom,Large,India,Yes,3,130479
DevOps Engineer,0,Bachelor,17,Media,Medium,Australia,No,5,121866
Software Engineer,6,Diploma,15,Healthcare,Enterprise,Canada,Hybrid,1,166186
Data Analyst,20,High School,19,Retail,Small,Germany,No,3,140169
Backend Developer,4,Bachelor,4,Media,Startup,Netherlands,Hybrid,0,80686
Backend Developer,3,Bachelor,2,Education,Large,Sweden,No,4,113749
DevOps Engineer,12,Diploma,9,Retail,Enterprise,Canada,Yes,3,197199
Cybersecurity Analyst,7,PhD,18,Media,Enterprise,Netherlands,No,0,170296
Backend Developer,19,Diploma,13,Government,Medium,Sweden,Yes,4,152561
Cybersecurity Analyst,0,Master,9,Retail,Startup,Australia,No,4,110970
Business Analyst,6,Diploma,10,Healthcare,Large,Singapore,No,0,92176
DevOps Engineer,10,PhD,7,Education,Small,Netherlands,No,5,154946
Data Analyst,10,High School,14,Retail,Small,Netherlands,Hybrid,5,100166
Data Analyst,16,PhD,6,Retail,Large,USA,No,5,199771
DevOps Engineer,9,PhD,14,Technology,Medium,India,No,0,104260
Machine Learning Engineer,15,High School,12,Manufacturing,Small,UK,Hybrid,2,153032
Frontend Developer,1,Diploma,16,Telecom,Medium,Sweden,No,2,100190
DevOps Engineer,15,Master,11,Finance,Large,Sweden,No,4,174894
AI Engineer,10,High School,17,Retail,Small,India,Yes,2,107698
Business Analyst,3,Master,13,Finance,Medium,Germany,Yes,5,124554
Frontend Developer,11,PhD,4,Consulting,Medium,Australia,Hybrid,4,126351
Data Scientist,19,Bachelor,1,Manufacturing,Startup,Germany,Yes,2,147225
Cybersecurity Analyst,18,Master,3,Manufacturing,Medium,Germany,Yes,2,178200
Product Manager,7,PhD,12,Education,Startup,Sweden,Yes,2,150266
AI Engineer,4,Diploma,2,Retail,Small,Remote,No,2,126942
Backend Developer,0,Diploma,1,Healthcare,Small,India,No,1,54477
Cybersecurity Analyst,16,High School,3,Healthcare,Small,Canada,Hybrid,3,156240
Backend Developer,8,Master,11,Retail,Startup,Australia,No,4,125996
Product Manager,16,High School,17,Manufacturing,Enterprise,Sweden,Hybrid,5,191893
Data Scientist,7,High School,4,Healthcare,Enterprise,India,Hybrid,5,92880
AI Engineer,20,Master,1,Education,Medium,Singapore,Hybrid,2,185070
Business Analyst,10,PhD,4,Media,Large,Singapore,Yes,2,133994
Frontend Developer,17,High School,2,Education,Enterprise,Netherlands,Hybrid,3,146488
Machine Learning Engineer,3,Bachelor,11,Healthcare,Startup,Netherlands,No,4,121772
Data Scientist,15,Diploma,15,Telecom,Large,Australia,Yes,1,160891
Machine Learning Engineer,18,PhD,13,Retail,Startup,Canada,No,0,206435
AI Engineer,17,High School,17,Technology,Medium,Germany,No,3,192384
Machine Learning Engineer,16,PhD,14,Healthcare,Small,Germany,Yes,4,196007
Frontend Developer,9,Bachelor,8,Media,Startup,USA,No,4,125607
Business Analyst,14,High School,14,Government,Enterprise,Sweden,No,2,125092
DevOps Engineer,19,Master,17,Finance,Large,Canada,Hybrid,1,221877
Software Engineer,6,PhD,4,Manufacturing,Startup,Singapore,Yes,1,112602
Frontend Developer,8,High School,2,Telecom,Medium,Remote,Hybrid,5,102789
Business Analyst,15,High School,8,Retail,Startup,Netherlands,No,1,98710
Frontend Developer,7,Bachelor,14,Manufacturing,Startup,Canada,Yes,0,127764
Business Analyst,2,Master,10,Retail,Small,USA,Hybrid,5,119365
Frontend Developer,2,High School,13,Telecom,Small,USA,Hybrid,2,110263
Data Analyst,15,PhD,2,Finance,Large,Canada,Hybrid,2,179755
Data Analyst,19,High School,10,Government,Startup,Canada,No,0,115159
Cybersecurity Analyst,18,Bachelor,1,Education,Small,India,Hybrid,2,102449
Machine Learning Engineer,1,High School,6,Technology,Large,Remote,Yes,5,129663
Data Scientist,15,Diploma,19,Finance,Enterprise,UK,Yes,5,215103
Backend Developer,8,Diploma,7,Government,Startup,Remote,Yes,2,104208
DevOps Engineer,9,Bachelor,2,Consulting,Startup,Remote,Hybrid,0,109853
Software Engineer,6,Master,13,Manufacturing,Small,USA,Yes,3,161296
AI Engineer,0,High School,5,Education,Medium,Singapore,Yes,4,137815
Machine Learning Engineer,4,Master,7,Manufacturing,Enterprise,India,No,2,123367
Cybersecurity Analyst,11,Master,14,Telecom,Enterprise,India,No,5,126997
Data Analyst,11,High School,8,Retail,Enterprise,USA,Yes,5,165464
Data Scientist,15,PhD,8,Government,Large,India,Yes,5,131071
DevOps Engineer,3,Bachelor,6,Finance,Startup,USA,Yes,2,143610
Cloud Engineer,0,Master,19,Technology,Enterprise,UK,No,1,171126
Product Manager,11,High School,6,Technology,Small,Australia,Yes,1,128962
Data Scientist,10,Master,4,Media,Small,India,Hybrid,4,88888
Machine Learning Engineer,12,High School,8,Education,Startup,UK,Hybrid,4,143377
Cloud Engineer,8,High School,7,Finance,Small,UK,No,0,133569
Frontend Developer,2,PhD,1,Manufacturing,Medium,Netherlands,Yes,3,113098
Product Manager,17,Diploma,6,Retail,Large,Canada,No,3,198590
Data Analyst,4,Diploma,10,Education,Startup,Sweden,Hybrid,1,78796
Frontend Developer,17,High School,2,Media,Enterprise,Netherlands,Hybrid,0,139953
Frontend Developer,11,Bachelor,2,Education,Enterprise,Remote,Hybrid,0,131442
Cybersecurity Analyst,19,PhD,2,Media,Small,UK,Hybrid,4,188977
Machine Learning Engineer,10,PhD,4,Technology,Startup,Remote,Yes,3,148523
Cybersecurity Analyst,10,PhD,13,Telecom,Medium,Netherlands,Hybrid,5,166974
Software Engineer,18,Master,5,Finance,Small,USA,No,4,189154
Business Analyst,6,PhD,7,Media,Medium,Remote,Hybrid,1,121407
Data Analyst,10,PhD,9,Telecom,Startup,Canada,No,4,145879
Cloud Engineer,14,PhD,7,Telecom,Enterprise,Canada,Yes,3,251486
Product Manager,18,High School,12,Manufacturing,Small,India,Yes,2,111408
Cybersecurity Analyst,11,Diploma,14,Media,Small,Netherlands,No,2,118577
AI Engineer,20,Master,4,Consulting,Medium,Australia,Hybrid,3,193879
Frontend Developer,12,Bachelor,19,Finance,Startup,Singapore,No,2,118289
Software Engineer,5,Master,2,Consulting,Enterprise,USA,Hybrid,4,183487
Business Analyst,20,Bachelor,4,Healthcare,Startup,Australia,No,4,121540
Data Scientist,3,Bachelor,3,Telecom,Startup,Australia,Yes,2,97708
Cybersecurity Analyst,9,High School,16,Technology,Small,Singapore,No,3,120775
Cloud Engineer,1,Bachelor,11,Consulting,Startup,UK,No,5,131079
Cloud Engineer,20,Bachelor,4,Telecom,Small,Singapore,No,2,156714
Machine Learning Engineer,2,High School,16,Manufacturing,Small,India,Hybrid,0,81743
DevOps Engineer,14,High School,8,Manufacturing,Enterprise,Germany,Hybrid,3,167615
Cybersecurity Analyst,7,Master,14,Education,Enterprise,India,No,2,117047
Business Analyst,1,Master,5,Technology,Large,Sweden,Hybrid,0,93929
Software Engineer,10,High School,10,Retail,Large,UK,No,0,140689
Backend Developer,6,Diploma,1,Government,Small,Singapore,Yes,2,101670
Product Manager,1,High School,2,Technology,Small,Sweden,Hybrid,4,107235
Data Scientist,5,PhD,17,Manufacturing,Small,India,Hybrid,4,104697
Data Analyst,9,PhD,15,Finance,Small,UK,Hybrid,1,133753
Machine Learning Engineer,5,Bachelor,4,Consulting,Enterprise,Netherlands,No,1,156116
Frontend Developer,13,Bachelor,10,Media,Medium,Singapore,No,3,121308
Cloud Engineer,14,Bachelor,17,Technology,Enterprise,Remote,Hybrid,2,179859
Cloud Engineer,3,High School,13,Healthcare,Medium,Sweden,No,0,100078
Cloud Engineer,13,Master,6,Media,Small,Remote,Hybrid,5,140453
Data Analyst,2,Master,19,Finance,Large,Australia,Yes,0,123723
Backend Developer,5,Bachelor,16,Consulting,Small,India,Yes,0,74596
Business Analyst,7,High School,16,Technology,Startup,Remote,Yes,0,85731
AI Engineer,4,Master,18,Media,Startup,Canada,Hybrid,5,175774
AI Engineer,19,Bachelor,7,Healthcare,Startup,UK,Hybrid,3,182149
Cloud Engineer,12,High School,6,Education,Large,Germany,Hybrid,1,159785
Frontend Developer,11,Bachelor,2,Telecom,Large,UK,No,3,137915
Cybersecurity Analyst,6,PhD,14,Retail,Large,Netherlands,No,5,157386
Frontend Developer,16,Bachelor,18,Finance,Medium,Sweden,Hybrid,1,129049
Backend Developer,18,High School,10,Government,Large,Australia,Hybrid,1,151429
Cybersecurity Analyst,10,Master,11,Consulting,Large,Germany,Yes,5,184496
Cybersecurity Analyst,9,High School,3,Technology,Startup,Singapore,Yes,0,93249
Business Analyst,12,PhD,17,Consulting,Medium,Remote,Yes,5,152974
Product Manager,2,Bachelor,17,Manufacturing,Small,Sweden,Hybrid,5,122918
Cloud Engineer,3,PhD,12,Education,Large,Singapore,Hybrid,3,155960
Data Analyst,5,Master,18,Manufacturing,Startup,UK,Hybrid,5,119242
Software Engineer,15,Diploma,5,Consulting,Medium,Sweden,Hybrid,4,127858
AI Engineer,10,Diploma,8,Media,Startup,Germany,No,3,149020
Product Manager,17,PhD,1,Healthcare,Small,Netherlands,Hybrid,4,167838
AI Engineer,11,High School,8,Retail,Large,Germany,Hybrid,3,180833
Data Scientist,8,High School,6,Government,Large,Canada,Hybrid,0,137702
Product Manager,10,Diploma,7,Healthcare,Startup,Germany,Yes,3,142654
Data Analyst,14,PhD,14,Education,Small,UK,Hybrid,0,143794
Frontend Developer,6,Master,12,Telecom,Medium,Remote,Hybrid,5,126639
DevOps Engineer,13,High School,3,Education,Large,USA,No,0,170879
Business Analyst,6,Master,18,Education,Small,India,Hybrid,1,66661
Data Scientist,5,Bachelor,9,Media,Startup,Canada,Hybrid,1,124256
Cybersecurity Analyst,0,Diploma,11,Consulting,Startup,Remote,Hybrid,1,82701
DevOps Engineer,20,Diploma,16,Finance,Large,Germany,No,0,193233
Product Manager,11,High School,16,Telecom,Enterprise,India,No,2,118997
Product Manager,14,Diploma,8,Education,Small,Remote,No,4,144216
Data Scientist,17,High School,7,Retail,Large,India,Hybrid,2,100251
Machine Learning Engineer,19,Bachelor,15,Government,Large,Australia,Yes,2,194794
Machine Learning Engineer,18,Diploma,5,Finance,Enterprise,Germany,No,3,212161
